"Título de trazado: test_lab"
"N.º","Fecha Tiempo, GMT+02:00","Pres abs, kPa (LGR S/N: 20370562, SEN S/N: 20370562, LBL: PRES)","Temp, °C (LGR S/N: 20370562, SEN S/N: 20370562, LBL: TEMP)"
7908,08/21/18 01:15:11 PM,101.259,17.760
7909,08/21/18 01:15:12 PM,101.259,17.760
7910,08/21/18 01:15:13 PM,101.259,17.760
7911,08/21/18 01:15:14 PM,101.259,17.760
7912,08/21/18 01:15:15 PM,101.243,17.760
7913,08/21/18 01:15:16 PM,101.259,17.760
7914,08/21/18 01:15:17 PM,101.259,17.760
7915,08/21/18 01:15:18 PM,101.259,17.760
7916,08/21/18 01:15:19 PM,101.243,17.760
7917,08/21/18 01:15:20 PM,101.259,17.760
7918,08/21/18 01:15:21 PM,101.259,17.760
7919,08/21/18 01:15:22 PM,101.259,17.760
7920,08/21/18 01:15:23 PM,101.243,17.760
7921,08/21/18 01:15:24 PM,101.243,17.760
7922,08/21/18 01:15:25 PM,101.243,17.760
7923,08/21/18 01:15:26 PM,101.243,17.760
7924,08/21/18 01:15:27 PM,101.243,17.760
7925,08/21/18 01:15:28 PM,101.243,17.760
7926,08/21/18 01:15:29 PM,101.243,17.760
7927,08/21/18 01:15:30 PM,101.243,17.760
7928,08/21/18 01:15:31 PM,101.243,17.760
7929,08/21/18 01:15:32 PM,101.243,17.760
7930,08/21/18 01:15:33 PM,101.243,17.760
7931,08/21/18 01:15:34 PM,101.243,17.760
7932,08/21/18 01:15:35 PM,101.243,17.760
7933,08/21/18 01:15:36 PM,101.243,17.760
7934,08/21/18 01:15:37 PM,101.243,17.760
7935,08/21/18 01:15:38 PM,101.243,17.760
7936,08/21/18 01:15:39 PM,101.243,17.760
7937,08/21/18 01:15:40 PM,101.227,17.760
7938,08/21/18 01:15:41 PM,101.243,17.760
7939,08/21/18 01:15:42 PM,101.243,17.760
7940,08/21/18 01:15:43 PM,101.243,17.760
7941,08/21/18 01:15:44 PM,101.243,17.760
7942,08/21/18 01:15:45 PM,101.243,17.760
7943,08/21/18 01:15:46 PM,101.243,17.760
7944,08/21/18 01:15:47 PM,101.243,17.760
7945,08/21/18 01:15:48 PM,101.243,17.760
7946,08/21/18 01:15:49 PM,101.227,17.760
7947,08/21/18 01:15:50 PM,101.227,17.760
7948,08/21/18 01:15:51 PM,101.227,17.760
7949,08/21/18 01:15:52 PM,101.243,17.760
7950,08/21/18 01:15:53 PM,101.243,17.760
7951,08/21/18 01:15:54 PM,101.243,17.760
7952,08/21/18 01:15:55 PM,101.243,17.760
7953,08/21/18 01:15:56 PM,101.243,17.760
7954,08/21/18 01:15:57 PM,101.243,17.760
7955,08/21/18 01:15:58 PM,101.243,17.760
7956,08/21/18 01:15:59 PM,101.243,17.760
7957,08/21/18 01:16:00 PM,101.243,17.760
7958,08/21/18 01:16:01 PM,101.243,17.760
7959,08/21/18 01:16:02 PM,101.243,17.760
7960,08/21/18 01:16:03 PM,101.243,17.760
7961,08/21/18 01:16:04 PM,101.243,17.760
7962,08/21/18 01:16:05 PM,101.259,17.760
7963,08/21/18 01:16:06 PM,101.243,17.760
7964,08/21/18 01:16:07 PM,101.243,17.760
7965,08/21/18 01:16:08 PM,101.243,17.760
7966,08/21/18 01:16:09 PM,101.243,17.760
7967,08/21/18 01:16:10 PM,101.243,17.760
7968,08/21/18 01:16:11 PM,101.243,17.760
7969,08/21/18 01:16:12 PM,101.243,17.760
7970,08/21/18 01:16:13 PM,101.227,17.760
7971,08/21/18 01:16:14 PM,101.227,17.760
7972,08/21/18 01:16:15 PM,101.243,17.760
7973,08/21/18 01:16:16 PM,101.227,17.760
7974,08/21/18 01:16:17 PM,101.227,17.760
7975,08/21/18 01:16:18 PM,101.243,17.760
7976,08/21/18 01:16:19 PM,101.227,17.760
7977,08/21/18 01:16:20 PM,101.227,17.760
7978,08/21/18 01:16:21 PM,101.227,17.760
7979,08/21/18 01:16:22 PM,101.227,17.760
7980,08/21/18 01:16:23 PM,101.227,17.760
7981,08/21/18 01:16:24 PM,101.227,17.760
7982,08/21/18 01:16:25 PM,101.227,17.760
7983,08/21/18 01:16:26 PM,101.243,17.760
7984,08/21/18 01:16:27 PM,101.227,17.760
7985,08/21/18 01:16:28 PM,101.243,17.760
7986,08/21/18 01:16:29 PM,101.243,17.760
7987,08/21/18 01:16:30 PM,101.243,17.760
7988,08/21/18 01:16:31 PM,101.243,17.760
7989,08/21/18 01:16:32 PM,101.243,17.760
7990,08/21/18 01:16:33 PM,101.243,17.760
7991,08/21/18 01:16:34 PM,101.227,17.760
7992,08/21/18 01:16:35 PM,101.243,17.760
7993,08/21/18 01:16:36 PM,101.243,17.760
7994,08/21/18 01:16:37 PM,101.243,17.760
7995,08/21/18 01:16:38 PM,101.243,17.760
7996,08/21/18 01:16:39 PM,101.243,17.760
7997,08/21/18 01:16:40 PM,101.243,17.760
7998,08/21/18 01:16:41 PM,101.259,17.760
7999,08/21/18 01:16:42 PM,101.243,17.760
8000,08/21/18 01:16:43 PM,101.243,17.760
8001,08/21/18 01:16:44 PM,101.243,17.760
8002,08/21/18 01:16:45 PM,101.243,17.760
8003,08/21/18 01:16:46 PM,101.259,17.760
8004,08/21/18 01:16:47 PM,101.243,17.760
8005,08/21/18 01:16:48 PM,101.243,17.760
8006,08/21/18 01:16:49 PM,101.243,17.760
8007,08/21/18 01:16:50 PM,101.243,17.760
8008,08/21/18 01:16:51 PM,101.243,17.760
8009,08/21/18 01:16:52 PM,101.243,17.760
8010,08/21/18 01:16:53 PM,101.243,17.760
8011,08/21/18 01:16:54 PM,101.243,17.760
8012,08/21/18 01:16:55 PM,101.243,17.760
8013,08/21/18 01:16:56 PM,101.243,17.760
8014,08/21/18 01:16:57 PM,101.243,17.760
8015,08/21/18 01:16:58 PM,101.227,17.760
8016,08/21/18 01:16:59 PM,101.243,17.760
8017,08/21/18 01:17:00 PM,101.227,17.760
8018,08/21/18 01:17:01 PM,101.243,17.760
8019,08/21/18 01:17:02 PM,101.243,17.760
8020,08/21/18 01:17:03 PM,101.243,17.760
8021,08/21/18 01:17:04 PM,101.243,17.760
8022,08/21/18 01:17:05 PM,101.243,17.760
8023,08/21/18 01:17:06 PM,101.243,17.760
8024,08/21/18 01:17:07 PM,101.243,17.760
8025,08/21/18 01:17:08 PM,101.243,17.760
8026,08/21/18 01:17:09 PM,101.259,17.760
8027,08/21/18 01:17:10 PM,101.243,17.760
8028,08/21/18 01:17:11 PM,101.243,17.760
8029,08/21/18 01:17:12 PM,101.243,17.760
8030,08/21/18 01:17:13 PM,101.243,17.760
8031,08/21/18 01:17:14 PM,101.243,17.760
8032,08/21/18 01:17:15 PM,101.243,17.760
8033,08/21/18 01:17:16 PM,101.243,17.760
8034,08/21/18 01:17:17 PM,101.243,17.760
8035,08/21/18 01:17:18 PM,101.243,17.760
8036,08/21/18 01:17:19 PM,101.227,17.760
8037,08/21/18 01:17:20 PM,101.243,17.760
8038,08/21/18 01:17:21 PM,101.243,17.760
8039,08/21/18 01:17:22 PM,101.243,17.760
8040,08/21/18 01:17:23 PM,101.243,17.760
8041,08/21/18 01:17:24 PM,101.243,17.760
8042,08/21/18 01:17:25 PM,101.247,17.855
8043,08/21/18 01:17:26 PM,101.232,17.855
8044,08/21/18 01:17:27 PM,101.247,17.855
8045,08/21/18 01:17:28 PM,101.247,17.855
8046,08/21/18 01:17:29 PM,101.247,17.855
8047,08/21/18 01:17:30 PM,101.247,17.855
8048,08/21/18 01:17:31 PM,101.247,17.855
8049,08/21/18 01:17:32 PM,101.247,17.855
8050,08/21/18 01:17:33 PM,101.247,17.855
8051,08/21/18 01:17:34 PM,101.247,17.855
8052,08/21/18 01:17:35 PM,101.247,17.855
8053,08/21/18 01:17:36 PM,101.247,17.855
8054,08/21/18 01:17:37 PM,101.247,17.855
8055,08/21/18 01:17:38 PM,101.247,17.855
8056,08/21/18 01:17:39 PM,101.247,17.855
8057,08/21/18 01:17:40 PM,101.247,17.855
8058,08/21/18 01:17:41 PM,101.247,17.855
8059,08/21/18 01:17:42 PM,101.247,17.855
8060,08/21/18 01:17:43 PM,101.247,17.855
8061,08/21/18 01:17:44 PM,101.247,17.855
8062,08/21/18 01:17:45 PM,101.247,17.855
8063,08/21/18 01:17:46 PM,101.247,17.855
8064,08/21/18 01:17:47 PM,101.247,17.855
8065,08/21/18 01:17:48 PM,101.247,17.855
8066,08/21/18 01:17:49 PM,101.247,17.855
8067,08/21/18 01:17:50 PM,101.247,17.855
8068,08/21/18 01:17:51 PM,101.247,17.855
8069,08/21/18 01:17:52 PM,101.247,17.855
8070,08/21/18 01:17:53 PM,101.247,17.855
8071,08/21/18 01:17:54 PM,101.247,17.855
8072,08/21/18 01:17:55 PM,101.247,17.855
8073,08/21/18 01:17:56 PM,101.247,17.855
8074,08/21/18 01:17:57 PM,101.247,17.855
8075,08/21/18 01:17:58 PM,101.247,17.855
8076,08/21/18 01:17:59 PM,101.247,17.855
8077,08/21/18 01:18:00 PM,101.247,17.855
8078,08/21/18 01:18:01 PM,101.247,17.855
8079,08/21/18 01:18:02 PM,101.263,17.855
8080,08/21/18 01:18:03 PM,101.247,17.855
8081,08/21/18 01:18:04 PM,101.247,17.855
8082,08/21/18 01:18:05 PM,101.247,17.855
8083,08/21/18 01:18:06 PM,101.247,17.855
8084,08/21/18 01:18:07 PM,101.247,17.855
8085,08/21/18 01:18:08 PM,101.247,17.855
8086,08/21/18 01:18:09 PM,101.247,17.855
8087,08/21/18 01:18:10 PM,101.247,17.855
8088,08/21/18 01:18:11 PM,101.247,17.855
8089,08/21/18 01:18:12 PM,101.247,17.855
8090,08/21/18 01:18:13 PM,101.247,17.855
8091,08/21/18 01:18:14 PM,101.247,17.855
8092,08/21/18 01:18:15 PM,101.232,17.855
8093,08/21/18 01:18:16 PM,101.232,17.855
8094,08/21/18 01:18:17 PM,101.247,17.855
8095,08/21/18 01:18:18 PM,101.247,17.855
8096,08/21/18 01:18:19 PM,101.267,17.950
8097,08/21/18 01:18:20 PM,101.251,17.950
8098,08/21/18 01:18:21 PM,101.251,17.950
8099,08/21/18 01:18:22 PM,101.251,17.950
8100,08/21/18 01:18:23 PM,101.251,17.950
8101,08/21/18 01:18:24 PM,101.251,17.950
8102,08/21/18 01:18:25 PM,101.251,17.950
8103,08/21/18 01:18:26 PM,101.251,17.950
8104,08/21/18 01:18:27 PM,101.251,17.950
8105,08/21/18 01:18:28 PM,101.251,17.950
8106,08/21/18 01:18:29 PM,101.236,17.950
8107,08/21/18 01:18:30 PM,101.251,17.950
8108,08/21/18 01:18:31 PM,101.251,17.950
8109,08/21/18 01:18:32 PM,101.236,17.950
8110,08/21/18 01:18:33 PM,101.236,17.950
8111,08/21/18 01:18:34 PM,101.251,17.950
8112,08/21/18 01:18:35 PM,101.251,17.950
8113,08/21/18 01:18:36 PM,101.251,17.950
8114,08/21/18 01:18:37 PM,101.251,17.950
8115,08/21/18 01:18:38 PM,101.251,17.950
8116,08/21/18 01:18:39 PM,101.251,17.950
8117,08/21/18 01:18:40 PM,101.251,17.950
8118,08/21/18 01:18:41 PM,101.251,17.950
8119,08/21/18 01:18:42 PM,101.236,17.950
8120,08/21/18 01:18:43 PM,101.251,17.950
8121,08/21/18 01:18:44 PM,101.236,17.950
8122,08/21/18 01:18:45 PM,101.251,17.950
8123,08/21/18 01:18:46 PM,101.251,17.950
8124,08/21/18 01:18:47 PM,101.251,17.950
8125,08/21/18 01:18:48 PM,101.236,17.950
8126,08/21/18 01:18:49 PM,101.236,17.950
8127,08/21/18 01:18:50 PM,101.236,17.950
8128,08/21/18 01:18:51 PM,101.251,17.950
8129,08/21/18 01:18:52 PM,101.251,17.950
8130,08/21/18 01:18:53 PM,101.251,17.950
8131,08/21/18 01:18:54 PM,101.251,17.950
8132,08/21/18 01:18:55 PM,101.251,17.950
8133,08/21/18 01:18:56 PM,101.236,17.950
8134,08/21/18 01:18:57 PM,101.236,17.950
8135,08/21/18 01:18:58 PM,101.236,17.950
8136,08/21/18 01:18:59 PM,101.251,17.950
8137,08/21/18 01:19:00 PM,101.236,17.950
8138,08/21/18 01:19:01 PM,101.236,17.950
8139,08/21/18 01:19:02 PM,101.236,17.950
8140,08/21/18 01:19:03 PM,101.236,17.950
8141,08/21/18 01:19:04 PM,101.236,17.950
8142,08/21/18 01:19:05 PM,101.236,17.950
8143,08/21/18 01:19:06 PM,101.236,17.950
8144,08/21/18 01:19:07 PM,101.236,17.950
8145,08/21/18 01:19:08 PM,101.236,17.950
8146,08/21/18 01:19:09 PM,101.236,17.950
8147,08/21/18 01:19:10 PM,101.236,17.950
8148,08/21/18 01:19:11 PM,101.236,17.950
8149,08/21/18 01:19:12 PM,101.236,17.950
8150,08/21/18 01:19:13 PM,101.236,17.950
8151,08/21/18 01:19:14 PM,101.236,17.950
8152,08/21/18 01:19:15 PM,101.236,17.950
8153,08/21/18 01:19:16 PM,101.240,18.045
8154,08/21/18 01:19:17 PM,101.240,18.045
8155,08/21/18 01:19:18 PM,101.240,18.045
8156,08/21/18 01:19:19 PM,101.240,18.045
8157,08/21/18 01:19:20 PM,101.255,18.045
8158,08/21/18 01:19:21 PM,101.240,18.045
8159,08/21/18 01:19:22 PM,101.255,18.045
8160,08/21/18 01:19:23 PM,101.255,18.045
8161,08/21/18 01:19:24 PM,101.240,18.045
8162,08/21/18 01:19:25 PM,101.240,18.045
8163,08/21/18 01:19:26 PM,101.240,18.045
8164,08/21/18 01:19:27 PM,101.240,18.045
8165,08/21/18 01:19:28 PM,101.240,18.045
8166,08/21/18 01:19:29 PM,101.240,18.045
8167,08/21/18 01:19:30 PM,101.240,18.045
8168,08/21/18 01:19:31 PM,101.240,18.045
8169,08/21/18 01:19:32 PM,101.240,18.045
8170,08/21/18 01:19:33 PM,101.240,18.045
8171,08/21/18 01:19:34 PM,101.240,18.045
8172,08/21/18 01:19:35 PM,101.255,18.045
8173,08/21/18 01:19:36 PM,101.240,18.045
8174,08/21/18 01:19:37 PM,101.255,18.045
8175,08/21/18 01:19:38 PM,101.240,18.045
8176,08/21/18 01:19:39 PM,101.240,18.045
8177,08/21/18 01:19:40 PM,101.255,18.045
8178,08/21/18 01:19:41 PM,101.240,18.045
8179,08/21/18 01:19:42 PM,101.255,18.045
8180,08/21/18 01:19:43 PM,101.255,18.045
8181,08/21/18 01:19:44 PM,101.240,18.045
8182,08/21/18 01:19:45 PM,101.240,18.045
8183,08/21/18 01:19:46 PM,101.255,18.045
8184,08/21/18 01:19:47 PM,101.240,18.045
8185,08/21/18 01:19:48 PM,101.255,18.045
8186,08/21/18 01:19:49 PM,101.240,18.045
8187,08/21/18 01:19:50 PM,101.255,18.045
8188,08/21/18 01:19:51 PM,101.255,18.045
8189,08/21/18 01:19:52 PM,101.255,18.045
8190,08/21/18 01:19:53 PM,101.255,18.045
8191,08/21/18 01:19:54 PM,101.240,18.045
8192,08/21/18 01:19:55 PM,101.240,18.045
8193,08/21/18 01:19:56 PM,101.240,18.045
8194,08/21/18 01:19:57 PM,101.240,18.045
8195,08/21/18 01:19:58 PM,101.240,18.045
8196,08/21/18 01:19:59 PM,101.240,18.045
8197,08/21/18 01:20:00 PM,101.255,18.045
8198,08/21/18 01:20:01 PM,101.240,18.045
8199,08/21/18 01:20:02 PM,101.240,18.045
8200,08/21/18 01:20:03 PM,101.240,18.045
8201,08/21/18 01:20:04 PM,101.240,18.045
8202,08/21/18 01:20:05 PM,101.240,18.045
8203,08/21/18 01:20:06 PM,101.240,18.045
8204,08/21/18 01:20:07 PM,101.255,18.045
8205,08/21/18 01:20:08 PM,101.240,18.045
8206,08/21/18 01:20:09 PM,101.255,18.045
8207,08/21/18 01:20:10 PM,101.255,18.045
8208,08/21/18 01:20:11 PM,101.240,18.045
8209,08/21/18 01:20:12 PM,101.240,18.045
8210,08/21/18 01:20:13 PM,101.240,18.045
8211,08/21/18 01:20:14 PM,101.240,18.045
8212,08/21/18 01:20:15 PM,101.240,18.045
8213,08/21/18 01:20:16 PM,101.240,18.045
8214,08/21/18 01:20:17 PM,101.240,18.045
8215,08/21/18 01:20:18 PM,101.240,18.045
8216,08/21/18 01:20:19 PM,101.224,18.045
8217,08/21/18 01:20:20 PM,101.224,18.045
8218,08/21/18 01:20:21 PM,101.240,18.045
8219,08/21/18 01:20:22 PM,101.240,18.045
8220,08/21/18 01:20:23 PM,101.224,18.045
8221,08/21/18 01:20:24 PM,101.224,18.045
8222,08/21/18 01:20:25 PM,101.240,18.045
8223,08/21/18 01:20:26 PM,101.240,18.045
8224,08/21/18 01:20:27 PM,101.240,18.045
8225,08/21/18 01:20:28 PM,101.240,18.045
8226,08/21/18 01:20:29 PM,101.224,18.045
8227,08/21/18 01:20:30 PM,101.224,18.045
8228,08/21/18 01:20:31 PM,101.224,18.045
8229,08/21/18 01:20:32 PM,101.228,18.140
8230,08/21/18 01:20:33 PM,101.224,18.045
8231,08/21/18 01:20:34 PM,101.240,18.045
8232,08/21/18 01:20:35 PM,101.224,18.045
8233,08/21/18 01:20:36 PM,101.224,18.045
8234,08/21/18 01:20:37 PM,101.224,18.045
8235,08/21/18 01:20:38 PM,101.224,18.045
8236,08/21/18 01:20:39 PM,101.228,18.140
8237,08/21/18 01:20:40 PM,101.240,18.045
8238,08/21/18 01:20:41 PM,101.240,18.045
8239,08/21/18 01:20:42 PM,101.224,18.045
8240,08/21/18 01:20:43 PM,101.244,18.140
8241,08/21/18 01:20:44 PM,101.224,18.045
8242,08/21/18 01:20:45 PM,101.224,18.045
8243,08/21/18 01:20:46 PM,101.240,18.045
8244,08/21/18 01:20:47 PM,101.224,18.045
8245,08/21/18 01:20:48 PM,101.224,18.045
8246,08/21/18 01:20:49 PM,101.240,18.045
8247,08/21/18 01:20:50 PM,101.240,18.045
8248,08/21/18 01:20:51 PM,101.240,18.045
8249,08/21/18 01:20:52 PM,101.240,18.045
8250,08/21/18 01:20:53 PM,101.240,18.045
8251,08/21/18 01:20:54 PM,101.240,18.045
8252,08/21/18 01:20:55 PM,101.224,18.045
8253,08/21/18 01:20:56 PM,101.224,18.045
8254,08/21/18 01:20:57 PM,101.224,18.045
8255,08/21/18 01:20:58 PM,101.224,18.045
8256,08/21/18 01:20:59 PM,101.240,18.045
8257,08/21/18 01:21:00 PM,101.224,18.045
8258,08/21/18 01:21:01 PM,101.224,18.045
8259,08/21/18 01:21:02 PM,101.224,18.045
8260,08/21/18 01:21:03 PM,101.224,18.045
8261,08/21/18 01:21:04 PM,101.224,18.045
8262,08/21/18 01:21:05 PM,101.224,18.045
8263,08/21/18 01:21:06 PM,101.224,18.045
8264,08/21/18 01:21:07 PM,101.224,18.045
8265,08/21/18 01:21:08 PM,101.240,18.045
8266,08/21/18 01:21:09 PM,101.240,18.045
8267,08/21/18 01:21:10 PM,101.240,18.045
8268,08/21/18 01:21:11 PM,101.240,18.045
8269,08/21/18 01:21:12 PM,101.240,18.045
8270,08/21/18 01:21:13 PM,101.240,18.045
8271,08/21/18 01:21:14 PM,101.240,18.045
8272,08/21/18 01:21:15 PM,101.240,18.045
8273,08/21/18 01:21:16 PM,101.240,18.045
8274,08/21/18 01:21:17 PM,101.240,18.045
8275,08/21/18 01:21:18 PM,101.224,18.045
8276,08/21/18 01:21:19 PM,101.240,18.045
8277,08/21/18 01:21:20 PM,101.240,18.045
8278,08/21/18 01:21:21 PM,101.240,18.045
8279,08/21/18 01:21:22 PM,101.240,18.045
8280,08/21/18 01:21:23 PM,101.240,18.045
8281,08/21/18 01:21:24 PM,101.240,18.045
8282,08/21/18 01:21:25 PM,101.240,18.045
8283,08/21/18 01:21:26 PM,101.240,18.045
8284,08/21/18 01:21:27 PM,101.240,18.045
8285,08/21/18 01:21:28 PM,101.240,18.045
8286,08/21/18 01:21:29 PM,101.240,18.045
8287,08/21/18 01:21:30 PM,101.240,18.045
8288,08/21/18 01:21:31 PM,101.240,18.045
8289,08/21/18 01:21:32 PM,101.240,18.045
8290,08/21/18 01:21:33 PM,101.240,18.045
8291,08/21/18 01:21:34 PM,101.240,18.045
8292,08/21/18 01:21:35 PM,101.240,18.045
8293,08/21/18 01:21:36 PM,101.240,18.045
8294,08/21/18 01:21:37 PM,101.240,18.045
8295,08/21/18 01:21:38 PM,101.240,18.045
8296,08/21/18 01:21:39 PM,101.240,18.045
8297,08/21/18 01:21:40 PM,101.224,18.045
8298,08/21/18 01:21:41 PM,101.240,18.045
8299,08/21/18 01:21:42 PM,101.240,18.045
8300,08/21/18 01:21:43 PM,101.240,18.045
8301,08/21/18 01:21:44 PM,101.240,18.045
8302,08/21/18 01:21:45 PM,101.240,18.045
8303,08/21/18 01:21:46 PM,101.240,18.045
8304,08/21/18 01:21:47 PM,101.240,18.045
8305,08/21/18 01:21:48 PM,101.240,18.045
8306,08/21/18 01:21:49 PM,101.240,18.045
8307,08/21/18 01:21:50 PM,101.240,18.045
8308,08/21/18 01:21:51 PM,101.240,18.045
8309,08/21/18 01:21:52 PM,101.240,18.045
8310,08/21/18 01:21:53 PM,101.240,18.045
8311,08/21/18 01:21:54 PM,101.240,18.045
8312,08/21/18 01:21:55 PM,101.240,18.045
8313,08/21/18 01:21:56 PM,101.240,18.045
8314,08/21/18 01:21:57 PM,101.240,18.045
8315,08/21/18 01:21:58 PM,101.240,18.045
8316,08/21/18 01:21:59 PM,101.240,18.045
8317,08/21/18 01:22:00 PM,101.240,18.045
8318,08/21/18 01:22:01 PM,101.240,18.045
8319,08/21/18 01:22:02 PM,101.240,18.045
8320,08/21/18 01:22:03 PM,101.240,18.045
8321,08/21/18 01:22:04 PM,101.240,18.045
8322,08/21/18 01:22:05 PM,101.240,18.045
8323,08/21/18 01:22:06 PM,101.240,18.045
8324,08/21/18 01:22:07 PM,101.240,18.045
8325,08/21/18 01:22:08 PM,101.240,18.045
8326,08/21/18 01:22:09 PM,101.240,18.045
8327,08/21/18 01:22:10 PM,101.240,18.045
8328,08/21/18 01:22:11 PM,101.240,18.045
8329,08/21/18 01:22:12 PM,101.240,18.045
8330,08/21/18 01:22:13 PM,101.255,18.045
8331,08/21/18 01:22:14 PM,101.255,18.045
8332,08/21/18 01:22:15 PM,101.255,18.045
8333,08/21/18 01:22:16 PM,101.240,18.045
8334,08/21/18 01:22:17 PM,101.251,17.950
8335,08/21/18 01:22:18 PM,101.240,18.045
8336,08/21/18 01:22:19 PM,101.236,17.950
8337,08/21/18 01:22:20 PM,101.236,17.950
8338,08/21/18 01:22:21 PM,101.236,17.950
8339,08/21/18 01:22:22 PM,101.236,17.950
8340,08/21/18 01:22:23 PM,101.236,17.950
8341,08/21/18 01:22:24 PM,101.236,17.950
8342,08/21/18 01:22:25 PM,101.236,17.950
8343,08/21/18 01:22:26 PM,101.236,17.950
8344,08/21/18 01:22:27 PM,101.220,17.950
8345,08/21/18 01:22:28 PM,101.220,17.950
8346,08/21/18 01:22:29 PM,101.220,17.950
8347,08/21/18 01:22:30 PM,101.220,17.950
8348,08/21/18 01:22:31 PM,101.220,17.950
8349,08/21/18 01:22:32 PM,101.220,17.950
8350,08/21/18 01:22:33 PM,101.220,17.950
8351,08/21/18 01:22:34 PM,101.220,17.950
8352,08/21/18 01:22:35 PM,101.220,17.950
8353,08/21/18 01:22:36 PM,101.220,17.950
8354,08/21/18 01:22:37 PM,101.220,17.950
8355,08/21/18 01:22:38 PM,101.220,17.950
8356,08/21/18 01:22:39 PM,101.220,17.950
8357,08/21/18 01:22:40 PM,101.220,17.950
8358,08/21/18 01:22:41 PM,101.220,17.950
8359,08/21/18 01:22:42 PM,101.220,17.950
8360,08/21/18 01:22:43 PM,101.220,17.950
8361,08/21/18 01:22:44 PM,101.220,17.950
8362,08/21/18 01:22:45 PM,101.204,17.950
8363,08/21/18 01:22:46 PM,101.220,17.950
8364,08/21/18 01:22:47 PM,101.220,17.950
8365,08/21/18 01:22:48 PM,101.220,17.950
8366,08/21/18 01:22:49 PM,101.220,17.950
8367,08/21/18 01:22:50 PM,101.220,17.950
8368,08/21/18 01:22:51 PM,101.220,17.950
8369,08/21/18 01:22:52 PM,101.220,17.950
8370,08/21/18 01:22:53 PM,101.220,17.950
8371,08/21/18 01:22:54 PM,101.220,17.950
8372,08/21/18 01:22:55 PM,101.220,17.950
8373,08/21/18 01:22:56 PM,101.220,17.950
8374,08/21/18 01:22:57 PM,101.220,17.950
8375,08/21/18 01:22:58 PM,101.204,17.950
8376,08/21/18 01:22:59 PM,101.204,17.950
8377,08/21/18 01:23:00 PM,101.220,17.950
8378,08/21/18 01:23:01 PM,101.220,17.950
8379,08/21/18 01:23:02 PM,101.220,17.950
8380,08/21/18 01:23:03 PM,101.220,17.950
8381,08/21/18 01:23:04 PM,101.220,17.950
8382,08/21/18 01:23:05 PM,101.220,17.950
8383,08/21/18 01:23:06 PM,101.236,17.950
8384,08/21/18 01:23:07 PM,101.220,17.950
8385,08/21/18 01:23:08 PM,101.220,17.950
8386,08/21/18 01:23:09 PM,101.216,17.855
8387,08/21/18 01:23:10 PM,101.216,17.855
8388,08/21/18 01:23:11 PM,101.216,17.855
8389,08/21/18 01:23:12 PM,101.216,17.855
8390,08/21/18 01:23:13 PM,101.216,17.855
8391,08/21/18 01:23:14 PM,101.216,17.855
8392,08/21/18 01:23:15 PM,101.216,17.855
8393,08/21/18 01:23:16 PM,101.216,17.855
8394,08/21/18 01:23:17 PM,101.216,17.855
8395,08/21/18 01:23:18 PM,101.216,17.855
8396,08/21/18 01:23:19 PM,101.216,17.855
8397,08/21/18 01:23:20 PM,101.216,17.855
8398,08/21/18 01:23:21 PM,101.216,17.855
8399,08/21/18 01:23:22 PM,101.216,17.855
8400,08/21/18 01:23:23 PM,101.216,17.855
8401,08/21/18 01:23:24 PM,101.216,17.855
8402,08/21/18 01:23:25 PM,101.216,17.855
8403,08/21/18 01:23:26 PM,101.216,17.855
8404,08/21/18 01:23:27 PM,101.216,17.855
8405,08/21/18 01:23:28 PM,101.200,17.855
8406,08/21/18 01:23:29 PM,101.200,17.855
8407,08/21/18 01:23:30 PM,101.216,17.855
8408,08/21/18 01:23:31 PM,101.216,17.855
8409,08/21/18 01:23:32 PM,101.216,17.855
8410,08/21/18 01:23:33 PM,101.216,17.855
8411,08/21/18 01:23:34 PM,101.216,17.855
8412,08/21/18 01:23:35 PM,101.200,17.855
8413,08/21/18 01:23:36 PM,101.200,17.855
8414,08/21/18 01:23:37 PM,101.216,17.855
8415,08/21/18 01:23:38 PM,101.200,17.855
8416,08/21/18 01:23:39 PM,101.200,17.855
8417,08/21/18 01:23:40 PM,101.200,17.855
8418,08/21/18 01:23:41 PM,101.200,17.855
8419,08/21/18 01:23:42 PM,101.200,17.855
8420,08/21/18 01:23:43 PM,101.200,17.855
8421,08/21/18 01:23:44 PM,101.200,17.855
8422,08/21/18 01:23:45 PM,101.200,17.855
8423,08/21/18 01:23:46 PM,101.200,17.855
8424,08/21/18 01:23:47 PM,101.200,17.855
8425,08/21/18 01:23:48 PM,101.200,17.855
8426,08/21/18 01:23:49 PM,101.200,17.855
8427,08/21/18 01:23:50 PM,101.200,17.855
8428,08/21/18 01:23:51 PM,101.200,17.855
8429,08/21/18 01:23:52 PM,101.200,17.855
8430,08/21/18 01:23:53 PM,101.200,17.855
8431,08/21/18 01:23:54 PM,101.200,17.855
8432,08/21/18 01:23:55 PM,101.200,17.855
8433,08/21/18 01:23:56 PM,101.200,17.855
8434,08/21/18 01:23:57 PM,101.200,17.855
8435,08/21/18 01:23:58 PM,101.200,17.855
8436,08/21/18 01:23:59 PM,101.185,17.855
8437,08/21/18 01:24:00 PM,101.185,17.855
8438,08/21/18 01:24:01 PM,101.185,17.855
8439,08/21/18 01:24:02 PM,101.185,17.855
8440,08/21/18 01:24:03 PM,101.185,17.855
